source_lineage,target_lineage,mass,source_time,target_time
cluster_res3_7,cluster_res3_12,0.0004318979335948825,7.0,10.0
cluster_res3_7,cluster_res3_14,0.0001715026592137292,7.0,10.0
cluster_res3_7,cluster_res3_15,0.0010611837496981025,7.0,10.0
cluster_res3_7,cluster_res3_16,0.0013595987111330032,7.0,10.0
cluster_res3_7,cluster_res3_18,2.0959390667485422e-08,7.0,10.0
cluster_res3_7,cluster_res3_19,0.005537612829357386,7.0,10.0
cluster_res3_7,cluster_res3_20,0.02384018711745739,7.0,10.0
cluster_res3_7,cluster_res3_21,0.001664322684518993,7.0,10.0
cluster_res3_7,cluster_res3_23,0.0010092308511957526,7.0,10.0
cluster_res3_7,cluster_res3_3,0.0041144671849906445,7.0,10.0
cluster_res3_7,cluster_res3_4,0.0004217404348310083,7.0,10.0
cluster_res3_7,cluster_res3_7,0.018555723130702972,7.0,10.0
cluster_res3_7,cluster_res3_8,0.008487746119499207,7.0,10.0
cluster_res3_8,cluster_res3_0,0.001255346811376512,7.0,10.0
cluster_res3_8,cluster_res3_1,0.0005378589266911149,7.0,10.0
cluster_res3_8,cluster_res3_11,0.0005708783282898366,7.0,10.0
cluster_res3_8,cluster_res3_12,0.0024313912726938725,7.0,10.0
cluster_res3_8,cluster_res3_14,0.0018650540150702,7.0,10.0
cluster_res3_8,cluster_res3_15,0.0011515956139191985,7.0,10.0
cluster_res3_8,cluster_res3_16,0.0009393376531079412,7.0,10.0
cluster_res3_8,cluster_res3_18,5.040465822503393e-08,7.0,10.0
cluster_res3_8,cluster_res3_19,0.010388711467385292,7.0,10.0
cluster_res3_8,cluster_res3_20,0.0033271077554672956,7.0,10.0
cluster_res3_8,cluster_res3_21,0.0029261212330311537,7.0,10.0
cluster_res3_8,cluster_res3_23,0.0008319889893755317,7.0,10.0
cluster_res3_8,cluster_res3_3,0.0006993166171014309,7.0,10.0
cluster_res3_8,cluster_res3_4,0.00019054600852541625,7.0,10.0
cluster_res3_8,cluster_res3_7,0.0006425684550777078,7.0,10.0
cluster_res3_8,cluster_res3_8,0.055575452744960785,7.0,10.0
cluster_res3_0,cluster_res3_0,0.050963759422302246,0.0,4.0
cluster_res3_0,cluster_res3_1,0.006593924015760422,0.0,4.0
cluster_res3_0,cluster_res3_11,0.002475811867043376,0.0,4.0
cluster_res3_0,cluster_res3_13,0.004215261898934841,0.0,4.0
cluster_res3_0,cluster_res3_15,0.0024195013102144003,0.0,4.0
cluster_res3_0,cluster_res3_16,0.0005846992717124522,0.0,4.0
cluster_res3_0,cluster_res3_2,0.0004576146020554006,0.0,4.0
cluster_res3_0,cluster_res3_23,0.0007907780818641186,0.0,4.0
cluster_res3_0,cluster_res3_4,0.008578271605074406,0.0,4.0
cluster_res3_0,cluster_res3_5,0.03055547922849655,0.0,4.0
cluster_res3_0,cluster_res3_6,0.0004978270153515041,0.0,4.0
cluster_res3_0,cluster_res3_7,0.00020040858362335712,0.0,4.0
cluster_res3_1,cluster_res3_0,0.0020369715057313442,0.0,4.0
cluster_res3_1,cluster_res3_1,0.00805324874818325,0.0,4.0
cluster_res3_1,cluster_res3_11,0.0012998799793422222,0.0,4.0
cluster_res3_1,cluster_res3_13,6.960134487599134e-05,0.0,4.0
cluster_res3_1,cluster_res3_15,0.00044098307262174785,0.0,4.0
cluster_res3_1,cluster_res3_16,0.004499662667512894,0.0,4.0
cluster_res3_1,cluster_res3_2,0.0003272706235293299,0.0,4.0
cluster_res3_1,cluster_res3_23,0.0002508884354028851,0.0,4.0
cluster_res3_1,cluster_res3_4,0.014078560285270214,0.0,4.0
cluster_res3_1,cluster_res3_5,0.002256980398669839,0.0,4.0
cluster_res3_1,cluster_res3_6,3.776152652790188e-07,0.0,4.0
cluster_res3_1,cluster_res3_7,1.8909511709352955e-05,0.0,4.0
cluster_res3_10,cluster_res3_0,0.005010057240724564,0.0,4.0
cluster_res3_10,cluster_res3_1,0.002375735668465495,0.0,4.0
cluster_res3_10,cluster_res3_11,0.004101095255464315,0.0,4.0
cluster_res3_10,cluster_res3_13,0.0009153088321909308,0.0,4.0
cluster_res3_10,cluster_res3_15,0.0020329973194748163,0.0,4.0
cluster_res3_10,cluster_res3_16,0.00012398375838529319,0.0,4.0
cluster_res3_10,cluster_res3_2,0.0004876454477198422,0.0,4.0
cluster_res3_10,cluster_res3_23,0.0002516588428989053,0.0,4.0
cluster_res3_10,cluster_res3_4,0.0025284315925091505,0.0,4.0
cluster_res3_10,cluster_res3_5,0.015166216529905796,0.0,4.0
cluster_res3_10,cluster_res3_6,0.0003399650158826262,0.0,4.0
cluster_res3_10,cluster_res3_7,2.439595050418575e-07,0.0,4.0
cluster_res3_11,cluster_res3_0,0.0022599755320698023,0.0,4.0
cluster_res3_11,cluster_res3_1,0.0041829743422567844,0.0,4.0
cluster_res3_11,cluster_res3_11,0.0020214824471622705,0.0,4.0
