dataset,permutation,random_gene_score,random_activation_effect,random_receiver_priming_effect,random_ge_observed,observed_score,observed_activation_effect,observed_receiver_priming_effect
GSE154572_EB_WT,3,0.23029307192094756,0.22725698031788288,0.24059050616405225,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,4,0.17033852173003422,0.16642241355237752,0.1498598685132822,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,5,0.17768955598477043,0.17475044442912332,0.15900554518324772,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,6,0.18011521581564718,0.17961063368467972,0.18176828858556016,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,7,0.18002176783676743,0.1751132853631917,0.16278036210005137,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,8,0.17332256533518958,0.16966945225346217,0.14772060274382715,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,9,0.19736108764802548,0.1941690802708942,0.18637453935539505,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,10,0.18362471718365636,0.18044541281289872,0.12608928075120862,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,11,0.20658934705815718,0.2054713189898122,0.2279697924409872,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,12,0.1752589946443111,0.17379845985107667,0.1835775369585932,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,13,0.21976016289584194,0.21711936370292836,0.180971185847707,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,14,0.17674020927823947,0.1728055510022983,0.17779289551476513,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,15,0.1798940804236876,0.17453069827437867,0.17644070202939638,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,16,0.17439406027005516,0.1715440968644072,0.18077612362705908,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,17,0.1727670364706402,0.16740045714380758,0.17002931109425945,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,18,0.19484359639879806,0.19130262270994006,0.17908267523372545,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,19,0.21623470518413093,0.21487093226623696,0.20132881464911723,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,20,0.20990692222813462,0.20848349431633478,0.23244731144907305,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,21,0.15114686066248445,0.14556983986697933,0.14223726111512908,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,22,0.15655255070077212,0.15177210946685338,0.10495226419243614,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,23,0.19823977362300094,0.19680265820118892,0.17443619216290024,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
GSE154572_EB_WT,24,0.17279362217763392,0.16900913701805242,0.1645612676903883,False,0.23554147560819386,0.22937942650627974,0.2642548625040615
